"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
451,530,2,0,0,1,0,0,111
9,52,9,0,0,0,0,0,2
12,215,2,0,0,0,0,0,12
53,455,1681,25550,108,30,39,1,40
4,0,1,0,0,0,0,0,0
83,1366,3,0,0,1,0,0,70
1,0,11,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0
4,18,16,0,0,0,0,0,2
26,179,23,0,0,3,1,0,14
9,106,1,0,0,1,1,0,3
5,0,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
136,1365,4,0,0,0,0,0,113
1,0,1,0,0,0,0,0,0
193,3250,132,0,0,6,6,0,184
41,344,879,0,0,10,16,0,28
2,41,12,0,0,0,0,0,0
40,114,14,0,0,4,2,0,20
7,144,2,0,0,0,0,0,4
5,47,66,0,0,1,0,0,1
53,145,162,750,9,11,9,1,38
1,0,1,0,0,0,0,0,0
1,0,5,0,0,0,0,0,0
31,138,12,0,0,7,8,0,25
11,21,5,0,0,1,1,0,9
1,110,469,22,5,0,7,0,1
831,431,517,1804,90,217,59,1,170
1,0,1,0,0,0,0,0,0
11,19,4,0,0,0,0,0,8
2,23,4,0,0,0,0,0,1
1,4,4,0,0,0,0,0,0
238,1195,7,0,0,2,2,0,143
165,2165,48,0,0,18,20,0,157
10,208,4,0,0,0,0,0,5
230,1307,22,0,0,5,6,0,167
5,4,376,1092,3,0,1,0,1
88,93,112,0,0,31,7,0,19
15,1948,2,0,0,0,0,0,14
294,572,1,0,0,0,0,0,100
64,723,5,0,0,4,3,0,39
446,317,5,0,0,1,1,0,71
1,0,1,0,0,0,0,0,0
62,32,5,0,0,0,0,0,5
121,160,1,0,0,0,0,0,52
25,90,1,0,0,0,0,0,22
37,7,1,0,0,0,0,0,1
6,261,1,0,0,0,0,0,0
13,12,315,347,10,11,4,1,4
73,1883,1,0,0,0,0,0,5
72,583,2,0,0,0,0,0,50
6,109,1,0,0,0,1,0,3
424,113,91,185,1,4,1,1,93
109,16,2,0,0,0,0,0,3
12,158,12,0,0,0,0,0,11
49,195,42,0,0,1,2,0,29
9,118,1,0,0,0,0,0,7
51,140,1,0,0,0,0,0,13
8,43,5,0,0,0,0,0,6
6,71,1,0,0,0,0,0,6
32,155,588,104,2,0,5,0,14
1,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
283,735,1,0,0,0,0,0,138
1,0,1,0,0,0,0,0,0
17,118,4637,85916,27,11,19,1,17
59,170,88,884,14,5,2,1,46
320,15995,10,0,0,4,3,0,308
12,46,91,17,1,0,1,0,11
5,11,3,0,0,0,0,0,3
9,40,231,0,0,0,0,0,3
460,3526,15,0,0,6,5,0,430
29,56,268,231,13,8,2,0,10
1,0,2,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
50,500,1,0,0,0,0,0,31
20,125,1,0,0,0,0,0,6
71,574,86,210,11,8,9,1,67
6,54,1,0,0,0,0,0,5
110,687,7,0,0,1,1,0,90
6,0,1,0,0,1,0,0,0
18,0,1,0,0,1,0,0,0
24,18,7,0,0,0,0,0,1
422,265,1,0,0,1,1,0,51
637,510,143,0,0,16,3,0,131
1,42,42,0,0,0,0,0,1
431,281,1,0,0,0,0,0,97
63,371,1,0,0,0,0,0,49
4,0,7,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,9,1,0,0,0,0,0,1
4,66,1,0,0,0,0,0,2
1,0,4,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
76,1423,167,0,0,39,40,0,72
2,0,8,0,0,0,0,0,0
3,212,2,0,0,0,1,0,2
37,139,11,0,0,0,0,0,21
1,0,1,0,0,0,0,0,0
9,146,1,0,0,0,0,0,5
2951,554,3,0,0,2,0,0,35
11,41,818,6089,9,5,3,0,7
71,130,1,0,0,0,0,0,8
93,349,1,0,0,0,0,0,58
205,1109,34,0,0,14,14,0,190
4,24,71,39,6,2,9,0,4
2,0,1,0,0,0,0,0,0
3,6,213,89,4,3,4,0,3
57,128,21,0,0,0,0,0,9
1,0,1,0,0,0,0,0,0
8,98,53,0,0,2,0,0,4
2,0,3,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
129,449,17,0,0,4,3,0,124
142,269,19,0,0,3,2,0,48
1,5,49,145,1,1,1,0,1
1,0,1,0,0,0,0,0,0
56,368,32,0,0,5,6,0,43
151,131,23,0,0,0,0,0,38
17,52,62,69,3,5,2,1,10
675,18480,164,0,0,102,103,0,664
21,89,1,0,0,0,0,0,17
2,45,12,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
5,81,285,66,8,3,9,0,3
649,20710,1,0,0,0,0,0,618
15,146,4,0,0,2,1,0,13
58,31,24,20,4,5,0,0,3
91,654,2,0,0,0,0,0,70
61,1067,913,395,53,7,23,0,54
5,12,1,0,0,0,0,0,3
610,314,1,0,0,0,0,0,122
2,0,34,0,0,0,0,0,0
7,302,4,0,0,0,0,0,5
19,59,6,0,0,3,3,0,16
218,976,47,388,4,2,3,1,203
16,244,398,0,0,5,6,0,14
1,0,2,0,0,0,0,0,0
69,122,1,0,0,0,0,0,54
33,41,300,648,20,18,12,1,11
55,51,1,0,0,0,0,0,11
1,0,2,0,0,0,0,0,0
39,118,90,510,3,27,10,0,16
1,0,1,0,0,0,0,0,0
8,42,25,0,0,0,0,0,6
199,656,82,212,101,57,34,1,123
132,1402,23,0,0,4,4,0,120
205,3660,75,0,0,18,19,0,197
84,43,1,0,0,0,0,0,14
4,45,2,0,0,0,0,0,1
63,957,16,0,0,3,2,0,53
16,43,31,0,0,3,2,0,11
26,150,4,0,0,1,1,0,11
152,279,2,0,0,1,1,0,52
2,0,15,0,0,0,0,0,0
2,99,97,0,0,0,2,0,2
8,0,1,0,0,0,0,0,0
6,16,314,525,10,4,6,1,6
7,225,40,0,0,0,1,0,7
45,80,10,0,0,1,1,0,26
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
115,541,1,0,0,0,0,0,56
228,253,3,0,0,0,0,0,80
1,0,2,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
31,187,77,0,0,9,11,0,29
60,182,1,0,0,0,0,0,40
143,1466,753,796,74,40,59,0,119
22,164,16,0,0,1,1,0,20
1,0,5,0,0,0,0,0,0
34,986,8,0,0,0,1,0,27
5,7,35,0,0,2,1,0,1
1,0,2,0,0,0,0,0,0
2,0,8,0,0,0,0,0,0
48,280,1145,69,0,14,16,0,29
1,3,2,0,0,0,0,0,1
8,53,3,0,0,0,0,0,4
240,1721,4,0,0,0,0,0,214
76,1361,143,0,0,13,9,0,63
8,44,2,0,0,0,0,0,7
255,3594,1,0,0,0,0,0,245
14,47,27,25,0,0,0,0,9
218,1711,38,0,0,6,6,0,165
21,203,28,0,0,0,0,0,15
42,178,1,0,0,0,0,0,23
92,24,174,651,0,11,0,1,3
8,92,1,0,0,1,0,0,5
92,486,51,156,22,14,14,1,86
55,1215,230,0,0,6,8,0,31
33,597,22,0,0,4,4,0,31
2,0,3,0,0,1,0,0,0
9,466,1,0,0,1,1,0,5
42,885,53,0,0,5,4,0,31
5,0,1,0,0,0,0,0,0
2,408,91,52,18,0,9,0,2
9,338,2,0,0,1,1,0,6
47,88,2,0,0,0,0,0,23
22,178,22,0,0,1,0,0,14
7,152,150,0,0,0,1,0,4
1,23,1,0,0,0,0,0,1
53,221,42,0,0,1,1,0,46
14,35,14,0,0,0,0,0,10
3,11,250,206,7,3,7,0,2
3,0,1,0,0,0,0,0,0
26,212,3,0,0,0,0,0,19
6,74,1,0,0,0,0,0,6
96,606,981,5354,66,20,27,0,76
55,277,159,250,20,17,17,0,43
3,25,1,0,0,0,0,0,2
5,50,2,0,0,1,1,0,3
18,93,1,0,0,0,0,0,13
39,144,7,0,0,4,4,0,14
95,9,55,77,8,38,5,1,7
15,89,1,0,0,0,0,0,9
9,51,207,545,0,0,0,0,8
47,534,44,82,23,5,17,0,32
79,108,303,10704,20,26,7,1,23
4,0,1,0,0,0,0,0,0
4,49,3,0,0,0,0,0,3
11,68,2,0,0,0,0,0,3
51,1621,16,0,0,3,3,0,26
1,0,1,0,0,0,0,0,0
12,48,1141,214,1,7,3,0,4
3,36,1,0,0,0,0,0,2
15,22,339,56,2,3,4,0,13
17,29,1,0,0,0,0,0,16
1,0,1,0,0,0,0,0,0
14,207,1,0,0,0,0,0,9
54,37,210,59,3,1,4,0,23
1,0,26,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0
18,57,835,1935,14,11,13,0,12
1,0,2,0,0,0,0,0,0
16,41,1,0,0,0,0,0,1
92,3,32,0,0,16,1,0,1
34,566,1,0,0,0,0,0,16
86,185,11,0,0,7,7,0,67
1,0,1,0,0,0,0,0,0
17,96,2239,4519,10,6,16,0,14
3,71,1,0,0,0,0,0,2
15,252,1,0,0,0,0,0,11
121,87,66,0,0,11,0,0,7
228,1883,20,0,0,5,6,0,180
4,0,1,0,0,0,0,0,0
6,43,1,0,0,0,0,0,3
4,23,36,0,0,0,0,0,3
16,27,528,76,2,9,3,0,5
45,0,1,0,0,0,0,0,0
21,121,2,0,0,0,0,0,13
31,590,1,0,0,0,0,0,24
10,60,12,0,0,0,0,0,6
2,9,1,0,0,0,0,0,2
14,66,1,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
4,485,6,0,0,0,0,0,4
429,37747,1,0,0,0,0,0,360
5,85,1,0,0,0,0,0,4
4,22,860,82,2,3,3,0,3
51,3,22,0,0,13,0,0,0
1,18,3,0,0,0,0,0,0
22,82,9,0,0,3,2,0,9
1,0,1,0,0,0,0,0,0
2,0,3,0,0,0,0,0,0
30,57,60,179,12,3,4,0,7
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
42,85,12,0,0,8,1,0,9
13,14,37,196,7,4,2,1,4
415,37080,66,0,0,50,50,0,396
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,8,0,0,0,0,0,0
19,98,4637,85916,23,7,9,1,11
556,53,1209,0,0,110,4,0,2
2,0,1,0,0,0,0,0,0
25,201,2,0,0,0,1,0,14
1,0,1,0,0,0,0,0,0
26,0,1,0,0,0,0,0,0
13,0,1,0,0,1,0,0,0
114,988,1999,7561,119,72,71,1,91
24,3,292,441,1,12,1,1,3
5,96,19,0,0,1,1,0,4
3,20,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
51,898,5,0,0,1,1,0,29
11,35,29,111,10,4,4,1,7
18,193,36,0,0,0,1,0,11
5,17,6,0,0,0,0,0,4
567,31370,2,0,0,1,1,0,564
5,5,4,5,4,3,3,1,5
2,0,1,0,0,0,0,0,0
105,285,33,0,0,15,11,0,60
23,128,1,0,0,0,0,0,13
20,61,9,0,0,2,1,0,5
52,14,17,0,0,0,0,0,0
5,24,44,0,0,0,2,0,5
9,184,3,0,0,0,0,0,9
8,17,33,0,0,0,0,0,3
7,58,344,63,1,2,4,0,7
1,0,3,0,0,0,0,0,0
72,119,19,0,0,1,1,0,31
1,0,1,0,0,0,0,0,0
34,1666,4,0,0,0,0,0,33
1,0,1,0,0,0,0,0,0
431,16,502,675,5,61,3,1,7
16,0,16,0,0,0,0,0,0
177,616,2,0,0,0,0,0,158
4,0,8,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
7,311,1837,30871,117,3,42,0,5
22,91,1,0,0,0,0,0,8
229,3952,3,0,0,0,0,0,166
5,0,47,0,0,0,0,0,0
15,79,47,0,0,0,4,0,13
712,14044,80,0,0,45,42,0,559
3,94,664,0,0,0,0,0,2
26,82,1,0,0,0,0,0,18
2,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
3,154,1,0,0,0,0,0,3
31,155,190,976,18,6,6,0,20
198,2,993,0,0,147,1,0,0
35,406,36,0,0,2,2,0,34
64,110,11,0,0,7,4,0,31
3,0,1,0,0,0,0,0,0
3,88,1,0,0,0,0,0,2
2,0,3,0,0,0,0,0,0
4,14,1,0,0,0,0,0,4
2,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
5,18,168,0,0,2,2,0,2
15,59,6,0,0,1,1,0,14
363,3219,4,0,0,0,0,0,250
432,2002,1,0,0,0,0,0,377
21,27,51,219,9,11,9,1,12
90,158,63,116,38,28,25,1,54
23,229,1,0,0,0,0,0,17
48,368,1,0,0,0,0,0,37
1,3,2,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
36,186,1,0,0,0,0,0,26
2,0,2,0,0,0,0,0,0
1,19,2,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
299,3324,13,0,0,4,3,0,234
334,547,59,0,0,24,11,0,103
12,20,12,7,2,1,0,1,6
83,1410,6,0,0,0,1,0,76
45,336,2,0,0,0,0,0,44
56,181,83,508,43,13,12,1,39
113,341,242,113,1,38,8,0,35
46,261,31,0,0,3,2,0,40
2,92,235,0,0,0,0,0,0
5,9,1,0,0,0,0,0,4
5,26,1,0,0,0,0,0,4
6,63,2,0,0,0,0,0,3
1,0,1,0,0,0,0,0,0
29,999,1,0,0,0,0,0,29
14,161,147,0,0,0,2,0,12
163,1992,1,0,0,0,0,0,150
14,56,1,0,0,0,0,0,11
2,0,1,0,0,0,0,0,0
230,2378,106,0,0,17,22,0,197
1,0,2,0,0,0,0,0,0
19,130,4,0,0,0,0,0,5
1,0,1,0,0,0,0,0,0
55,249,5,0,0,0,0,0,48
20,54,28,0,0,6,6,0,17
8,174,2,0,0,0,0,0,8
14,203,134,0,0,1,6,0,11
89,374,2,0,0,0,0,0,71
32,417,1,0,0,0,0,0,31
7,26,14,0,0,1,2,0,5
36,89,115,174,26,19,12,0,23
71,565,2,0,0,0,0,0,55
6,85,12,0,0,0,0,0,3
14,132,1,0,0,0,0,0,7
3,0,1,0,0,0,0,0,0
48,205,2,0,0,0,0,0,31
69,203,57,0,0,3,3,0,38
56,52,5,0,0,0,0,0,5
548,79,2,0,0,1,0,0,33
2,0,1,0,0,0,0,0,0
39,34,298,198,3,5,2,0,11
25,382,9,0,0,0,0,0,25
6,153,29,0,0,1,2,0,5
3,4,210,102,0,0,0,1,1
141,2512,44,0,0,16,19,0,138
75,2925,1173,0,0,43,44,0,74
5,64,86,0,0,1,1,0,5
268,14258,15,0,0,7,8,0,240
180,269,1,0,0,0,0,0,35
22,41,19,0,0,9,2,0,3
35,324,1,0,0,1,1,0,28
101,785,129,0,0,17,15,0,82
24,190,1,0,0,0,0,0,21
64,370,2,0,0,1,1,0,37
98,364,66,0,0,11,9,0,70
363,2062,604,10066,361,114,119,1,344
211,623,5,0,0,0,0,0,110
7,82,1,0,0,0,0,0,7
2,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
10,50,1,0,0,0,0,0,7
114,1986,1,0,0,0,0,0,113
73,68,2,0,0,0,0,0,3
28,206,122,0,0,0,1,0,18
167,2268,51,0,0,11,8,0,125
1,0,2,0,0,0,0,0,0
32,127,15,0,0,0,0,0,21
29,67,1,0,0,0,0,0,19
12,35,6,0,0,0,0,0,11
35,54,43,252,0,0,0,0,33
2,0,1,0,0,0,0,0,0
65,658,210,102,3,7,7,1,61
6,0,1,0,0,0,0,0,0
28,49,1841,15,0,14,7,0,8
47,158,52,0,0,7,3,0,8
207,8544,1,0,0,0,0,0,199
19,0,5,0,0,1,0,0,0
9,191,8,0,0,0,0,0,7
54,0,1,0,0,0,0,0,0
111,2181,1,0,0,0,0,0,109
3,4,76,51,1,1,0,0,0
39,149,4,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0
302,668,1,0,0,0,0,0,278
168,634,1,0,0,0,0,0,124
23,450,296,0,0,3,4,0,23
3,17,1,0,0,0,0,0,0
8,149,75,0,0,2,4,0,5
5,141,1,0,0,0,0,0,2
289,2138,2,0,0,0,0,0,286
1,0,1,0,0,0,0,0,0
72,1796,76,442,17,2,3,0,69
61,1067,897,0,0,45,57,0,54
1,0,1,0,0,0,0,0,0
8,44,146,145,6,1,3,0,4
22,260,761,0,0,11,14,0,21
3,51,9,0,0,0,0,0,3
118,2905,511,0,0,58,61,0,112
2,36,1,0,0,0,0,0,1
6,112,10,0,0,0,0,0,3
191,38,31,0,0,8,1,0,9
1,0,3,0,0,0,0,0,0
28,285,340,12563,12,6,5,1,21
1,0,6,0,0,0,0,0,0
333,902,47,42,7,22,14,1,242
1,0,6,0,0,0,0,0,0
94,223,54,0,0,9,3,0,15
36,81,1,0,0,0,0,0,21
13,42,3,0,0,0,0,0,6
1196,481,33,0,0,29,14,0,223
1,0,1,0,0,0,0,0,0
24,86,57,0,0,0,0,0,20
19,171,1,0,0,0,0,0,11
19,5,47,31,4,9,4,1,4
13,166,2,0,0,0,0,0,8
34,294,589,0,0,20,12,0,20
69,94,1,0,0,0,0,0,32
42,0,1,0,0,0,0,0,0
43,194,336,9128,7,3,3,1,36
233,3200,214,0,0,77,77,0,233
32,118,5,0,0,0,0,0,23
51,156,1794,60,3,7,11,0,47
30,274,2,0,0,0,0,0,22
6,0,7,0,0,0,0,0,0
5,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
3,0,5,0,0,0,0,0,0
38,359,24,0,0,2,7,0,31
48,1004,4,0,0,1,1,0,29
5,0,1,0,0,0,0,0,0
1,30,1,0,0,0,0,0,1
123,716,11,0,0,5,2,0,78
97,0,107,0,0,4,0,0,0
3,82,25,0,0,0,0,0,3
105,100,165,0,0,4,4,0,22
154,1864,31,0,0,5,8,0,147
120,369,100,0,0,12,13,0,117
3,0,1,0,0,0,0,0,0
19,24,554,6014,10,13,9,0,14
7,70,62,0,0,1,4,0,2
2,14,24,0,0,0,0,0,1
70,663,199,779,27,9,16,0,68
75,651,5,0,0,0,0,0,75
11,256,3,0,0,0,0,0,1
2,0,5,0,0,0,0,0,0
307,12887,2,0,0,0,0,0,272
6,0,1,0,0,0,0,0,0
53,22,50,0,0,0,0,0,11
1,3,379,363,0,0,0,1,1
1,0,1,0,0,0,0,0,0
8,28,194,2066,9,1,1,1,5
180,5129,1,0,0,1,1,0,168
363,2000,75,0,0,27,29,0,337
26,0,3,0,0,1,0,0,0
13,196,9,0,0,2,2,0,7
7,108,1914,502,23,2,13,0,6
2,0,1,0,0,0,0,0,0
333,9909,49,0,0,17,14,0,238
51,377,1,0,0,0,0,0,46
9,77,1,0,0,0,0,0,8
35,121,43,126,32,22,25,1,34
14,161,1,0,0,0,0,0,11
147,611,1,0,0,0,0,0,86
17,72,1,0,0,0,0,0,17
1,0,1,0,0,0,0,0,0
1,0,6,0,0,0,0,0,0
202,53,69,123,8,29,6,1,14
16,3,1,0,0,0,0,0,2
79,287,1,0,0,0,0,0,70
48,716,126,0,0,8,8,0,28
283,3968,2,0,0,1,1,0,258
7,86,18,232,6,2,2,0,7
1,0,3,0,0,1,0,0,0
72,168,6,0,0,3,3,0,38
151,192,38,0,0,1,0,0,65
44,401,45,0,0,4,2,0,19
13,133,50,0,0,0,0,0,7
100,105,142,143,8,9,2,0,43
62,69,318,178,11,26,13,1,29
1,0,3,0,0,0,0,0,0
40,164,2,0,0,1,1,0,19
1,0,1,0,0,0,0,0,0
127,438,450,4704,108,52,54,1,120
1,0,3,0,0,0,0,0,0
194,7674,445,0,0,83,85,0,190
10,163,1,0,0,0,0,0,8
63,0,13,0,0,1,0,0,0
41,209,315,1572,59,22,22,1,32
54,86,27,0,0,0,0,0,10
223,1328,2,0,0,0,0,0,103
60,4328,3,0,0,1,1,0,39
36,73,11,33,17,8,8,1,29
1,0,1,0,0,0,0,0,0
259,50,2,0,0,0,0,0,4
1,55,52,0,0,0,0,0,1
143,578,1,0,0,0,0,0,96
2,0,3,0,0,0,0,0,0
27,343,13,0,0,0,0,0,21
5,30,10,0,0,0,0,0,5
5,39,3,0,0,0,0,0,4
3,56,23,0,0,1,1,0,0
6,0,1,0,0,0,0,0,0
44,77,563,98,0,6,3,0,8
86,348,96,0,0,14,8,0,43
352,2435,31,0,0,8,6,0,260
1,0,3,0,0,0,0,0,0
120,216,46,83,34,28,24,1,97
2,0,1,0,0,0,0,0,0
10,55,3432,908,14,3,15,0,6
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
61,696,5,0,0,0,0,0,42
1,0,3,0,0,0,0,0,0
7,22,485,0,0,2,3,0,3
99,79,1,0,0,0,0,0,25
6,26,27,0,0,0,0,0,5
29,182,750,93,7,8,23,0,11
18,294,1,0,0,0,0,0,14
1,0,1,0,0,0,0,0,0
4,41,1345,127,0,0,1,0,2
22,70,303,0,0,7,8,0,19
129,179,3,0,0,0,0,0,56
152,1232,11,0,0,5,5,0,147
141,40,10,0,0,4,2,0,23
38,203,1,0,0,0,0,0,18
42,85,8,0,0,2,1,0,9
48,716,3,0,0,1,1,0,28
1,0,4,0,0,0,0,0,0
110,346,1,0,0,0,0,0,84
1,0,1,0,0,0,0,0,0
13,112,9,0,0,0,0,0,11
22,149,1,0,0,0,0,0,10
18,276,1,0,0,0,0,0,14
1,0,2,0,0,0,0,0,0
179,2368,77,0,0,9,9,0,174
1,13,3,0,0,0,0,0,1
160,160,382,1659,55,58,27,1,56
22,16,1,0,0,0,0,0,11
16,742,60,0,0,1,1,0,11
8,1,1,0,0,0,0,0,1
3,0,1,0,0,0,0,0,0
9,57,3,0,0,1,1,0,4
1,0,2,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
13,66,1,0,0,0,0,0,11
11,41,10,0,0,9,8,0,9
127,1960,1,0,0,0,0,0,121
1,0,1,0,0,0,0,0,0
105,0,2,0,0,2,0,0,0
225,267,20,0,0,5,0,0,17
686,298,2,0,0,0,0,0,88
2,8,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
35,138,54,0,0,9,6,0,20
108,43,1,0,0,0,0,0,3
7,23,71,0,0,0,0,0,1
30,111,99,43,14,6,12,0,29
10,68,1,0,0,1,0,0,4
1,0,1,0,0,0,0,0,0
6,0,4,0,0,0,0,0,0
11,196,17,0,0,2,2,0,9
1,0,12,0,0,0,0,0,0
12,37,51,97,14,10,12,0,12
3,13,12,0,0,0,0,0,2
51,143,1,0,0,1,1,0,41
2,48,1,0,0,0,0,0,1
53,862,3,0,0,0,0,0,52
9,84,3,0,0,0,0,0,6
1,0,2,0,0,0,0,0,0
181,1003,40,0,0,17,16,0,103
146,948,4637,85916,364,98,67,0,90
3,0,4,0,0,0,0,0,0
8,77,1,0,0,0,0,0,7
6,29,4,0,0,0,0,0,3
54,198,1,0,0,0,0,0,52
195,85,3,0,0,0,0,0,23
84,463,514,0,0,20,17,0,62
101,747,2,0,0,1,1,0,82
84,276,1,0,0,0,0,0,49
51,551,5,0,0,1,0,0,12
1337,32035,35,0,0,11,12,0,1297
1,0,1,0,0,0,0,0,0
2,0,5,0,0,0,0,0,0
5,47,1,0,0,0,0,0,3
751,9270,166,0,0,75,72,0,688
2,0,13,0,0,0,0,0,0
2,0,50,0,0,0,0,0,0
107,367,1,0,0,1,1,0,52
916,34969,1,0,0,0,0,0,492
50,1299,41,0,0,6,13,0,40
6,26,3,0,0,2,2,0,4
3,19,4,0,0,2,0,0,1
36,216,55,0,0,2,2,0,17
1,0,1,0,0,0,0,0,0
88,380,232,0,0,30,25,0,57
10,49,1,0,0,0,0,0,3
5,0,19,0,0,0,0,0,0
316,3543,127,0,0,21,20,0,236
25,34,17,39,8,3,5,1,21
55,262,1,0,0,0,0,0,49
9,44,2921,163,6,4,5,0,3
5,54,1,0,0,0,0,0,3
122,449,2921,163,9,73,33,0,44
45,804,1,0,0,0,0,0,44
140,1874,1,0,0,0,0,0,124
16,443,23,0,0,4,3,0,11
1,0,1,0,0,0,0,0,0
103,908,19,0,0,1,1,0,13
27,154,2,0,0,1,1,0,23
1,0,7,0,0,0,0,0,0
53,281,164,0,0,23,23,0,39
113,1053,551,3410,141,38,80,0,110
46,130,1165,34124,2,7,6,0,35
57,397,351,547,8,7,11,0,51
17,28,1,0,0,0,0,0,11
5,93,1,0,0,0,0,0,5
16,0,2,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0
13,0,1,0,0,1,0,0,0
71,71,29,0,0,20,18,0,26
11,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
100,283,3,0,0,1,1,0,87
73,30,5,0,0,0,0,0,2
23,113,1,0,0,0,0,0,18
49,64,1,0,0,0,0,0,32
95,2001,1,0,0,0,0,0,94
1,0,4,0,0,0,0,0,0
4,3,25,34,2,3,2,1,2
1193,7172,2,0,0,1,1,0,864
57,851,3,0,0,0,0,0,56
155,764,1,0,0,0,0,0,142
62,323,1,0,0,0,0,0,30
1,0,3,0,0,0,0,0,0
215,825,67,0,0,22,19,0,190
149,1,46,0,0,9,0,0,0
72,94,1,0,0,0,0,0,17
187,42,7,0,0,0,0,0,5
43,167,1,0,0,0,0,0,4
36,1157,1,0,0,0,0,0,24
160,277,78,466,59,34,21,1,63
2,0,1,0,0,0,0,0,0
118,436,424,0,0,25,14,0,62
164,557,19,55,16,3,4,0,97
4,48,3,0,0,0,0,0,3
12,11,1,0,0,0,0,0,3
6,17,1,0,0,0,0,0,6
73,125,1141,214,5,18,5,0,11
16,269,12,0,0,3,3,0,12
21,249,3,0,0,0,0,0,15
7,26,29,15,2,1,1,1,5
189,4350,327,0,0,49,53,0,180
2,0,1,0,0,0,0,0,0
26,100,4,0,0,1,1,0,19
59,102,1,0,0,0,0,0,14
10,78,1204,15,0,0,1,0,8
43,538,1,0,0,0,0,0,24
330,261,314,13314,13,13,12,1,241
93,381,2,0,0,0,0,0,91
18,142,25,0,0,1,2,0,18
1,0,2,0,0,0,0,0,0
43,155,17,0,0,0,0,0,10
2,0,1,0,0,0,0,0,0
6,38,2,0,0,0,0,0,2
25,472,61,0,0,2,2,0,24
99,499,27,0,0,4,3,0,84
2,0,1,0,0,0,0,0,0
102,2421,80,0,0,17,17,0,102
87,111,1,0,0,0,0,0,43
17,384,2,0,0,0,0,0,10
53,156,37,234,15,3,2,1,35
23,266,21,0,0,0,0,0,19
12,152,1,0,0,0,0,0,11
34,105,1,0,0,0,0,0,24
5,0,1,0,0,0,0,0,0
50,57,2,0,0,0,0,0,22
83,549,1,0,0,0,0,0,24
55,481,17,0,0,4,3,0,37
29,142,4,0,0,1,2,0,19
11,88,4,0,0,0,0,0,10
4,59,6,0,0,1,2,0,4
1,0,4,0,0,1,0,0,0
2,0,1,0,0,0,0,0,0
5,10,1,0,0,0,0,0,0
8,45,288,696,6,2,5,0,5
19,32,736,258,3,11,5,1,11
1,0,2,0,0,0,0,0,0
29,1,1,0,0,0,0,0,0
50,100,228,181,51,43,49,1,42
56,459,13,0,0,3,1,0,9
23,0,1,0,0,0,0,0,0
33,122,115,0,0,14,16,0,26
229,799,3,0,0,0,0,0,137
3,0,1,0,0,0,0,0,0
71,195,17,0,0,4,3,0,21
4,39,9,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
148,2053,15,0,0,10,11,0,116
337,11347,2,0,0,0,0,0,233
4,0,1,0,0,0,0,0,0
2,0,14,0,0,1,0,0,0
96,289,65,0,0,4,2,0,53
1,0,1,0,0,0,0,0,0
51,174,25,0,0,11,5,0,14
75,141,33,91,36,19,20,1,72
2,0,3,0,0,0,0,0,0
2,23,49,73,18,2,14,0,2
32,295,693,200,22,7,32,0,18
14,90,1,0,0,0,0,0,14
13,207,3,0,0,0,0,0,10
98,90,1,0,0,0,0,0,26
33,127,10,0,0,0,0,0,22
85,116,58,86,26,14,12,1,40
1,21,27,0,0,0,0,0,1
